ROS Time (s), GPS Week, GPS TOW (s), Latitude (deg), Longitude (deg), Altitude (m), East Velocity (m/s), North Velocity (m/s), Up Velocity (m/s), Roll (deg), Pitch (deg), Heading (deg)
1556456464.923048973,2051,46880.000000000,22.297349945,114.175493460,11.960237511,-1.000335840,4.617211204,0.025966072,-1.840982295,-0.062239496,346.367864859
1556456465.923054934,2051,46881.000000000,22.297394265,114.175490326,11.702034855,0.261648050,5.127907788,0.117151489,-2.104033847,0.103665802,0.972317956
1556456466.923181057,2051,46882.000000000,22.297441476,114.175497120,11.609899563,0.959758163,5.483793473,0.075062698,-1.014424162,0.222944801,8.964502127
1556456467.923316002,2051,46883.000000000,22.297493191,114.175507125,11.555095971,0.952136049,5.998566250,0.087257894,-0.763210570,0.414565024,8.965257913
1556456468.923351049,2051,46884.000000000,22.297549489,114.175516631,11.560990033,0.960498150,6.509514131,0.077621488,-0.859511848,0.291097122,7.605958073
1556456469.923557043,2051,46885.000000000,22.297610203,114.175525613,11.546599569,0.915384137,6.993627644,0.031210296,-0.266775931,-0.091399251,6.673313442
1556456470.923612118,2051,46886.000000000,22.297673971,114.175535255,11.451968507,1.073015917,7.430068958,0.139864309,-0.282292582,0.428160053,7.061719242
1556456471.922688961,2051,46887.000000000,22.297742065,114.175545770,11.425892331,1.155536399,7.744183475,0.053730383,-0.242362774,0.087764298,7.498706776
1556456472.922811985,2051,46888.000000000,22.297813526,114.175557143,11.435753707,1.220315470,8.080213904,0.148453726,-0.496231739,0.230678906,7.695557207
1556456473.922943115,2051,46889.000000000,22.297887532,114.175569393,11.367071917,1.328736224,8.410605797,0.003774249,0.100062822,-0.204520748,7.793879277
1556456474.923008919,2051,46890.000000000,22.297965237,114.175582200,11.344587798,1.300365056,8.842085838,0.029815601,0.611499623,0.302875389,7.552572307
1556456475.923115015,2051,46891.000000000,22.298047009,114.175594879,11.410840070,1.366645976,9.199734455,0.091902991,-0.120756036,0.363229147,7.350315070
1556456476.923330069,2051,46892.000000000,22.298131361,114.175607977,11.443134394,1.427998151,9.429851571,0.119020768,-0.475253402,0.557622214,7.614023135
1556456477.933316946,2051,46893.000000000,22.298215907,114.175621319,11.476642514,1.347623054,9.655118075,0.136163774,0.004835065,0.404797794,7.014253167
1556456478.933388948,2051,46894.000000000,22.298303718,114.175634233,11.535426484,1.361134432,9.828051281,0.050361694,-0.300576491,0.064182054,6.934358669
1556456479.923604965,2051,46895.000000000,22.298394607,114.175647810,11.537138115,1.336835273,10.027995361,0.064145307,-0.604817406,0.317081176,6.940940936
1556456480.922655106,2051,46896.000000000,22.298483763,114.175661316,11.509288387,1.408432285,10.098017835,0.045096020,-0.517707314,0.212305235,6.964846332
1556456481.922683954,2051,46897.000000000,22.298576199,114.175675302,11.549650041,1.417425114,10.019255123,0.053649094,-0.568944425,0.207363183,7.097923526
1556456482.923039913,2051,46898.000000000,22.298665214,114.175689021,11.591694300,1.406299513,9.659667444,0.051886137,-0.762274848,0.304495051,7.309179738
1556456483.922969103,2051,46899.000000000,22.298750658,114.175702334,11.661993154,1.338072202,9.195221066,0.071584008,-0.806813435,0.159037077,7.178493822
1556456484.933026075,2051,46900.000000000,22.298830825,114.175714898,11.712915953,1.312478023,8.734583677,0.043216496,-0.726589284,0.109523865,7.387704527
1556456485.923285961,2051,46901.000000000,22.298908033,114.175727310,11.786892029,1.261460483,8.336811802,0.094171072,-0.295551510,0.530040150,7.374358934
1556456486.923305035,2051,46902.000000000,22.298981105,114.175738876,11.856305049,1.228752169,7.832534255,0.057844640,-0.736552477,0.211753091,7.564651530
1556456487.933346987,2051,46903.000000000,22.299049821,114.175750458,11.925096886,1.145242742,7.164918659,0.021427924,-0.529793171,0.093545180,7.985374648
1556456488.923430920,2051,46904.000000000,22.299111243,114.175761271,11.972382482,1.059536234,6.371251903,0.096662436,-0.667530384,0.063917580,8.555845104
1556456489.922653913,2051,46905.000000000,22.299162929,114.175771063,12.017511884,0.946553384,5.329826204,0.061331327,-0.710170119,-0.004923289,9.002787976
1556456490.922621012,2051,46906.000000000,22.299207437,114.175779861,12.055626666,0.763372986,4.256336436,0.018891033,-0.503778975,-0.220223385,9.279518889
1556456491.922914982,2051,46907.000000000,22.299239317,114.175786220,12.074424232,0.502890099,2.820997809,0.053819072,-0.165610072,0.072962957,9.067505068
1556456492.922911882,2051,46908.000000000,22.299259322,114.175790157,12.115874422,0.291797400,1.585080867,0.032157458,0.000796987,0.093638001,8.886511133
1556456493.923021078,2051,46909.000000000,22.299271379,114.175792629,12.103046094,0.155646784,0.838758181,0.036607212,-0.013371695,-0.184400067,8.726363906
1556456494.923141003,2051,46910.000000000,22.299277845,114.175790947,11.747240303,0.026639897,0.156642627,0.024540996,0.022191359,-0.125025414,8.664080846
1556456495.923167944,2051,46911.000000000,22.299278490,114.175790270,11.629829677,-0.019896295,-0.017692557,0.019608940,0.034115423,-0.053659358,8.656183783
1556456496.923305035,2051,46912.000000000,22.299279028,114.175790420,11.475116624,-0.001533110,-0.011697377,0.012449508,0.029561080,-0.044149836,8.657654669
1556456497.923368931,2051,46913.000000000,22.299278939,114.175791067,11.371878120,-0.005440048,-0.004586018,0.007632391,0.033629985,-0.048360568,8.656516590
1556456498.922499895,2051,46914.000000000,22.299279085,114.175790947,11.291275912,0.003676464,0.001386205,-0.002951188,0.036771094,-0.047864126,8.657547394
1556456499.922612906,2051,46915.000000000,22.299279006,114.175791198,11.221278558,0.012021584,0.002470031,-0.009713590,0.033987956,-0.048374441,8.656781542
1556456500.922703981,2051,46916.000000000,22.299278713,114.175790520,11.438957423,0.008190259,0.000075716,-0.009529188,0.033963188,-0.046604123,8.658934915
1556456501.922730923,2051,46917.000000000,22.299278750,114.175790637,11.453265450,0.009032537,0.000442798,-0.010703427,0.032032012,-0.043528595,8.653189468
1556456502.922981024,2051,46918.000000000,22.299278826,114.175790910,11.429117051,0.010106664,-0.001740813,-0.009231411,0.029329477,-0.038401830,8.639882572
1556456503.923067093,2051,46919.000000000,22.299278888,114.175791242,11.375343719,0.011255372,-0.000504552,-0.009572932,0.022576728,-0.035276537,8.629221590
1556456504.923152924,2051,46920.000000000,22.299278943,114.175791597,11.295996136,0.008678437,-0.000586231,-0.007863661,0.013817134,-0.033790275,8.616100676
1556456505.923181057,2051,46921.000000000,22.299278992,114.175791933,11.201626250,0.000264338,-0.001409925,-0.006372994,0.014695611,-0.031585771,8.616306444
1556456506.923365116,2051,46922.000000000,22.299279032,114.175792234,11.096603342,0.008493868,0.000738606,-0.008367003,0.015762362,-0.032332401,8.609966924
1556456507.922435045,2051,46923.000000000,22.299279074,114.175792502,10.985192982,0.020167208,0.098315457,-0.016019558,0.012464749,0.057982190,8.615569036
1556456508.922590971,2051,46924.000000000,22.299282807,114.175795470,9.759145358,0.156415602,0.885045496,0.009610185,-0.018740231,0.323418294,8.584316674
1556456509.922657967,2051,46925.000000000,22.299297801,114.175798606,9.313333259,0.371820727,2.292190415,0.009001937,0.038222538,0.487312306,8.271001304
1556456510.922707081,2051,46926.000000000,22.299318464,114.175802494,8.889013094,0.344405171,2.157203360,0.015137329,-0.027595514,0.099539307,7.915729095
1556456511.922858000,2051,46927.000000000,22.299332674,114.175805228,8.461381502,0.167124365,1.066766692,0.001464665,-0.122235006,0.076781082,7.667735331
1556456512.923006058,2051,46928.000000000,22.299341593,114.175806761,8.438321795,0.186073444,1.081857908,0.008246679,-0.031823939,0.271833178,7.509252981
1556456513.923083067,2051,46929.000000000,22.299353673,114.175809085,8.439637838,0.268198146,1.922585301,0.021191017,0.272154679,0.484481964,7.260512092
1556456514.923181057,2051,46930.000000000,22.299375033,114.175812849,8.452741599,0.430965964,2.927905997,0.006789007,-0.100018915,0.601670892,6.979424900
1556456515.923278093,2051,46931.000000000,22.299405280,114.175817904,8.464298074,0.558163187,3.884079796,0.014054398,-0.540903922,0.389719657,6.983787536
1556456516.922377110,2051,46932.000000000,22.299443405,114.175824466,8.471017734,0.689355713,4.701482585,0.057795337,-0.083289211,0.852064649,7.565607573
1556456517.922527075,2051,46933.000000000,22.299489391,114.175832896,8.507909820,0.983573710,5.429146456,-0.023922791,-1.056431374,0.535767414,9.205427896
1556456518.922586918,2051,46934.000000000,22.299542142,114.175844338,8.509025427,1.208935879,6.217765130,0.066536983,-1.354738079,0.144846754,10.398002246
1556456519.922816038,2051,46935.000000000,22.299600666,114.175858516,8.507723588,1.567934876,6.687983809,0.015868126,-1.251141721,0.170492366,11.966671822
1556456520.922724962,2051,46936.000000000,22.299664086,114.175875338,8.533023115,1.936690505,7.247419896,0.047227331,-1.575468301,0.115078881,13.210359545
1556456521.922868967,2051,46937.000000000,22.299732135,114.175894937,8.541434515,2.243078907,7.780240439,-0.056617367,-1.411725592,-0.023855774,14.254694273
1556456522.922986031,2051,46938.000000000,22.299805084,114.175916921,8.549919049,2.373212040,8.383575923,0.037192804,-1.464900879,0.216911743,14.496349602
1556456523.923120975,2051,46939.000000000,22.299882162,114.175940435,8.582792178,2.554639329,8.701851747,-0.025323986,-1.307338995,0.046290609,14.805501122
1556456524.923207045,2051,46940.000000000,22.299962291,114.175966040,8.589899771,2.625798094,9.100808776,0.001090920,-1.103674963,-0.085372612,15.214512157
1556456525.922353983,2051,46941.000000000,22.300046025,114.175992578,8.610926712,2.821059746,9.469190821,0.042798483,-0.886505634,0.175842392,15.367158364
1556456526.922465086,2051,46942.000000000,22.300132704,114.176020682,8.651122649,2.980586607,9.710335805,-0.027464462,-0.614611466,0.179946970,15.694263266
1556456527.922494888,2051,46943.000000000,22.300221452,114.176050149,8.658433561,3.167145819,9.902674247,0.080324129,-1.703993292,-0.042314259,16.253609988
1556456528.922601938,2051,46944.000000000,22.300310360,114.176080169,8.701230133,2.947584483,9.858038303,0.031996711,-1.757063925,-0.002682337,15.681762008
1556456529.922729969,2051,46945.000000000,22.300399467,114.176108207,8.754619961,2.839767539,9.893703562,0.133710016,-1.776133657,0.126879120,14.750640982
1556456530.922811031,2051,46946.000000000,22.300487365,114.176135886,8.795926647,2.864801705,10.002914961,0.019874078,-0.534822089,0.313134801,15.176933801
1556456531.922928095,2051,46947.000000000,22.300578688,114.176165687,8.859062565,3.131799231,9.934964022,0.077967676,-0.961096144,0.318805787,15.917378284
1556456532.923039913,2051,46948.000000000,22.300668226,114.176195753,8.908204030,3.175356828,10.153273508,0.029182009,-1.217885111,-0.035273771,15.940670908
1556456533.923170090,2051,46949.000000000,22.300761837,114.176227106,8.934005645,3.213607106,10.239569173,-0.072305421,-0.669517050,-0.196618561,16.206008126
1556456534.922280073,2051,46950.000000000,22.300853697,114.176258610,8.977414175,3.277842407,10.373612524,0.079000982,-0.604352916,0.252073538,16.274345157
1556456535.922451973,2051,46951.000000000,22.300949648,114.176291599,9.042321463,3.348219143,10.496379441,0.125212853,-0.091835338,-0.004487351,16.254569638
1556456536.922389030,2051,46952.000000000,22.301044185,114.176324051,9.095736271,3.473099444,10.694856976,0.063982603,-0.415052958,-0.050655919,16.436748714
1556456537.922550917,2051,46953.000000000,22.301142996,114.176358781,9.184039671,3.622367223,10.861725103,0.042906371,-0.415221590,0.254428899,16.727002971
1556456538.922605991,2051,46954.000000000,22.301241995,114.176393980,9.252962955,3.582041308,10.985623359,0.076855555,-0.276166785,0.241900298,16.847424807
1556456539.922734022,2051,46955.000000000,22.301342446,114.176429697,9.316086046,3.656633355,11.127545909,-0.007075533,-0.271216129,0.035737080,16.576799819
1556456540.922871113,2051,46956.000000000,22.301445255,114.176464276,9.381464989,3.583732253,11.350479176,0.077764202,-0.355566590,0.191933296,15.982730844
1556456541.922974110,2051,46957.000000000,22.301548733,114.176499071,9.447706479,3.583271685,11.416995852,0.033167795,-0.280792322,-0.141642639,15.815278530
1556456542.923029900,2051,46958.000000000,22.301652802,114.176534164,9.522098348,3.634414347,11.486745598,0.112326905,-0.284447537,-0.016247111,15.844520695
1556456543.922174931,2051,46959.000000000,22.301757312,114.176569565,9.613469075,3.650886743,11.595769505,0.031288034,-0.422431268,0.051187881,16.077259791
1556456544.922316074,2051,46960.000000000,22.301860116,114.176605240,9.682735644,3.798932426,11.546200698,0.065677392,-1.139453919,0.250452651,16.871000367
1556456545.922475100,2051,46961.000000000,22.301965942,114.176643838,9.781748302,3.982806955,11.751676252,0.256746442,-1.010767491,-0.046293170,17.333303007
1556456546.922455072,2051,46962.000000000,22.302068269,114.176681490,9.876505422,3.958944521,11.511913767,0.195924086,-0.554736586,0.422325419,17.223776407
1556456547.922595978,2051,46963.000000000,22.302170928,114.176719052,10.001143321,3.852858898,11.198615381,0.055883844,-0.388630775,-0.078283496,17.124917852
1556456548.922705889,2051,46964.000000000,22.302270339,114.176755784,10.094436907,3.793112117,10.827710578,0.141874751,-0.716442316,0.263236622,17.671373060
1556456549.922761917,2051,46965.000000000,22.302365898,114.176793149,10.200129997,3.840941018,10.018088751,0.041848196,-0.397175860,-0.012869048,19.219426196
1556456550.922915936,2051,46966.000000000,22.302452058,114.176830527,10.326927196,3.879820606,8.962670827,0.060754825,-0.341495097,-0.032472114,21.671981264
1556456551.923034906,2051,46967.000000000,22.302528700,114.176866554,10.455677087,3.775632041,7.726000059,0.125613696,-0.475877035,0.076117760,24.024446607
1556456552.922128916,2051,46968.000000000,22.302592303,114.176901818,10.587469771,3.391052594,6.228445548,0.158488371,-0.048677202,-0.025807938,26.413941348
1556456553.922164917,2051,46969.000000000,22.302644026,114.176929131,10.702464345,2.739357913,4.772919684,0.156942182,-0.195307410,0.368387447,27.080998856
1556456554.922313929,2051,46970.000000000,22.302683151,114.176948533,10.806345874,1.917894217,3.367054317,0.257564356,-0.267574696,0.467892611,27.515350380
1556456555.922446012,2051,46971.000000000,22.302709160,114.176962210,10.795915822,1.201293159,2.091621401,0.105216994,-0.560015460,0.388475436,27.814714734
1556456556.922527075,2051,46972.000000000,22.302725139,114.176970937,10.846831321,0.716041548,1.231098904,0.110303842,-0.638608417,0.203817130,27.967507842
1556456557.922732115,2051,46973.000000000,22.302733485,114.176975981,10.904688512,0.339659539,0.569633375,0.109371318,-0.642373987,0.234668180,28.098057380
1556456558.922703981,2051,46974.000000000,22.302735876,114.176977692,10.953679075,-0.007500564,-0.044745155,0.099620682,-0.612673727,0.311773306,28.130112868
1556456559.922858000,2051,46975.000000000,22.302735795,114.176977990,10.980492114,0.004052888,-0.006337909,0.098070765,-0.619504561,0.372812564,28.134273158
1556456560.922916889,2051,46976.000000000,22.302735645,114.176978317,11.001243749,0.008741646,-0.008741103,0.091143117,-0.617700570,0.374640448,28.145951553
1556456561.921964884,2051,46977.000000000,22.302735608,114.176978622,10.994110759,-0.000283640,0.002314774,0.089982109,-0.616395626,0.370590130,28.149454960
1556456562.922175884,2051,46978.000000000,22.302735494,114.176978674,10.889986917,0.007358640,-0.002274222,0.072836034,-0.616196796,0.374606763,28.148824292
1556456563.922276020,2051,46979.000000000,22.302735206,114.176978803,10.518189524,0.000647526,-0.001935167,0.041734087,-0.614868928,0.373131123,28.149729617
1556456564.812252998,2051,46980.000000000,22.302734980,114.176978916,10.204641907,-0.001083682,0.001895677,0.019481755,-0.614689375,0.374734063,28.151142657
1556456565.822438955,2051,46981.000000000,22.302734939,114.176978928,10.134565477,0.001658509,0.000712484,-0.007052103,-0.617068844,0.377496673,28.151627538
1556456566.822515965,2051,46982.000000000,22.302734959,114.176978942,10.097975610,-0.002450792,0.000929732,-0.002162091,-0.611283510,0.376708005,28.162165623
1556456567.812680960,2051,46983.000000000,22.302734995,114.176978946,10.075116239,0.002606232,-0.002028461,-0.007600462,-0.604646771,0.382354810,28.190422455
1556456568.822748899,2051,46984.000000000,22.302735032,114.176978952,10.059625504,0.003895311,-0.003924622,-0.002845904,-0.607373985,0.379919360,28.183230366
1556456569.812834024,2051,46985.000000000,22.302735060,114.176978957,10.048509553,-0.003905823,0.001359054,0.005050205,-0.611228724,0.381379878,28.172613309
1556456570.811985016,2051,46986.000000000,22.302735081,114.176978958,10.040151587,-0.007575578,0.004017972,0.002373308,-0.610227263,0.377195652,28.167882659
1556456571.822037935,2051,46987.000000000,22.302735096,114.176978958,10.033332473,-0.003980398,0.003033884,0.003584978,-0.609135804,0.381612453,28.170143636
1556456572.822165966,2051,46988.000000000,22.302735106,114.176978957,10.027538987,-0.002189485,-0.001461959,0.002699478,-0.610328151,0.377948092,28.168005617
1556456573.822273970,2051,46989.000000000,22.302735112,114.176978954,10.022472438,-0.001285395,-0.002118031,-0.003698737,-0.615935654,0.380463321,28.163085302
1556456574.822297096,2051,46990.000000000,22.302735116,114.176978951,10.017982499,0.006566686,-0.005383429,-0.004082800,-0.611793036,0.378838048,28.164440660
1556456575.822588921,2051,46991.000000000,22.302735119,114.176978949,10.014015622,0.006221215,-0.004913871,-0.001165497,-0.614009626,0.379117310,28.163305122
1556456576.822591066,2051,46992.000000000,22.302735121,114.176978948,10.010490997,0.001120455,0.000266586,0.001789777,-0.615102139,0.377992765,28.163648751
1556456577.822675943,2051,46993.000000000,22.302735124,114.176978949,10.007279744,-0.001601084,0.006180561,0.001979784,-0.618377975,0.378624968,28.163257892
1556456578.822774887,2051,46994.000000000,22.302735127,114.176978949,10.004355852,-0.004714148,0.003429003,0.002696194,-0.618776320,0.380844411,28.163893588
1556456579.821945906,2051,46995.000000000,22.302735130,114.176978950,10.001808917,-0.003890754,0.003094517,0.005895075,-0.618440678,0.381494103,28.163707923
1556456580.822069883,2051,46996.000000000,22.302735133,114.176978950,9.999522307,-0.004965137,0.004286948,0.003322376,-0.622384311,0.380397831,28.163051598
1556456581.822103977,2051,46997.000000000,22.302735136,114.176978950,9.997287233,-0.004698302,0.000144921,-0.002424024,-0.619978157,0.383720441,28.164643418
1556456582.812187910,2051,46998.000000000,22.302735138,114.176978949,9.995095029,-0.007718585,0.004111640,-0.001314726,-0.620723296,0.378516198,28.162595236
1556456583.812411070,2051,46999.000000000,22.302735140,114.176978948,9.992897997,0.005627257,-0.003679225,-0.004390711,-0.619005279,0.382813715,28.163668764
1556456584.822398901,2051,47000.000000000,22.302735141,114.176978947,9.990728795,-0.001964941,0.001472399,-0.001371381,-0.618422230,0.380076348,28.162325273
1556456585.812608004,2051,47001.000000000,22.302735142,114.176978946,9.988577927,-0.007806630,-0.001314504,-0.002880479,-0.621479815,0.381297764,28.161489123
1556456586.812648058,2051,47002.000000000,22.302735144,114.176978943,9.986554172,-0.008850126,0.002833255,0.003900228,-0.619159115,0.376210490,28.162303438
1556456587.822797060,2051,47003.000000000,22.302735145,114.176978939,9.984701120,0.000249124,-0.005701630,-0.003975144,-0.619282148,0.375137124,28.161763965
1556456588.822016001,2051,47004.000000000,22.302735146,114.176978935,9.983026174,-0.000752002,-0.005223332,-0.002112433,-0.614986989,0.376959037,28.162374685
1556456589.811992884,2051,47005.000000000,22.302735147,114.176978930,9.981498634,-0.003046475,-0.002251056,0.001345665,-0.611585004,0.367859041,28.162224865
1556456590.822211981,2051,47006.000000000,22.302735148,114.176978926,9.980140875,-0.006500730,0.005194624,0.008584817,-0.611189473,0.369064163,28.160762180
1556456591.822124004,2051,47007.000000000,22.302735149,114.176978922,9.978935078,-0.005909511,0.003630589,0.005696101,-0.610224594,0.366663000,28.162200995
1556456592.822289944,2051,47008.000000000,22.302735150,114.176978919,9.977846214,-0.000008755,0.000446181,0.004568203,-0.610613004,0.368619793,28.160346797
1556456593.822434902,2051,47009.000000000,22.302735151,114.176978916,9.976835416,0.004666110,-0.003039500,-0.001653603,-0.607662004,0.371252712,28.161314017
1556456594.822402000,2051,47010.000000000,22.302735153,114.176978914,9.975801209,0.006414018,-0.002750150,-0.007308456,-0.606499891,0.373567240,28.161248776
1556456595.812722921,2051,47011.000000000,22.302735155,114.176978911,9.974762077,0.005118922,-0.002991473,-0.004960954,-0.605677332,0.375444540,28.162110463
1556456596.822571993,2051,47012.000000000,22.302735157,114.176978910,9.973727809,0.004886815,-0.002466859,-0.003477122,-0.604636188,0.376614953,28.161950716
1556456597.821816921,2051,47013.000000000,22.302735159,114.176978908,9.972716679,0.005334314,-0.003028610,-0.001852127,-0.604312335,0.376321941,28.162293498
1556456598.821836948,2051,47014.000000000,22.302735160,114.176978908,9.971687759,-0.006109661,0.001817227,0.000812813,-0.608359668,0.375789893,28.164997547
1556456599.821933985,2051,47015.000000000,22.302735162,114.176978908,9.970629837,0.002046494,-0.003936231,-0.008694786,-0.607761910,0.378842129,28.162578298
1556456600.822179079,2051,47016.000000000,22.302735164,114.176978907,9.969569867,0.007735034,-0.004914921,-0.003155878,-0.608947459,0.376461205,28.160505371
1556456601.822276115,2051,47017.000000000,22.302735166,114.176978907,9.968516239,-0.001046218,-0.002338314,-0.006293171,-0.610472499,0.375682154,28.161049384
1556456602.812316895,2051,47018.000000000,22.302735170,114.176978908,9.967453816,0.048910583,0.082459767,0.001816380,-0.612624833,0.447288297,28.164747809
1556456603.812366962,2051,47019.000000000,22.302735736,114.176980219,9.428303602,0.224046676,0.409458187,-0.006544963,-0.669423256,0.514899782,28.220418867
1556456604.822644949,2051,47020.000000000,22.302738962,114.176985886,8.441122569,0.769730344,1.374584645,0.012458891,-0.641058441,0.913041949,28.167061320
1556456605.812800884,2051,47021.000000000,22.302752319,114.176999427,7.116643270,1.402467626,2.535323020,0.014669032,-0.605264665,0.785709950,27.920277289
1556456606.821677923,2051,47022.000000000,22.302774350,114.177018402,5.712236756,1.940749884,3.388327798,-0.069204439,0.024606221,0.201532017,27.460406004
1556456607.821989059,2051,47023.000000000,22.302808251,114.177038498,5.624131641,2.092284923,4.088947256,-0.013399254,0.800897701,-0.340033391,26.845959956
1556456608.822099924,2051,47024.000000000,22.302846093,114.177060111,5.587066194,2.286242600,4.290858205,0.011576658,0.594560178,0.185599091,27.216823245
1556456609.822156906,2051,47025.000000000,22.302884421,114.177085026,5.603971004,2.919863670,4.024356088,0.035991102,0.791068544,0.537603909,32.585676604
1556456610.822180986,2051,47026.000000000,22.302917923,114.177116400,5.624963778,3.608902764,3.178198345,-0.019977109,0.752898891,0.304531344,44.473813261
1556456611.812282085,2051,47027.000000000,22.302944001,114.177154077,5.597770386,4.116545772,2.344086279,-0.056475838,-0.319168601,-0.093745981,57.140651812
1556456612.822314978,2051,47028.000000000,22.302960953,114.177199432,5.557892337,5.019664042,1.279202643,-0.018729658,0.386831806,-0.553602604,72.625950642
1556456613.822506905,2051,47029.000000000,22.302964749,114.177251393,5.487996114,5.529312748,-0.596781607,-0.039934154,0.121413999,-0.330695735,92.157920548
1556456614.822556973,2051,47030.000000000,22.302952433,114.177306739,5.375007789,5.908071209,-1.925092085,-0.067131266,0.057683373,-0.349830787,106.624797668
1556456615.821604967,2051,47031.000000000,22.302929080,114.177366819,5.279048866,6.377067760,-2.826566093,-0.152272683,-1.363459725,-0.516569140,113.475012962
1556456616.821723938,2051,47032.000000000,22.302900854,114.177433446,5.259926415,7.164145779,-3.080545254,0.040777713,-1.726441984,0.326803288,112.272051498
1556456617.821866035,2051,47033.000000000,22.302871127,114.177501151,5.258573034,6.783555034,-3.393197377,0.032545695,-1.753788919,0.224798300,114.960634009
1556456618.822001934,2051,47034.000000000,22.302840083,114.177568073,5.270707895,7.191574312,-3.528580943,-0.009467592,-1.490528187,0.272667418,114.872240511
1556456619.822232962,2051,47035.000000000,22.302808883,114.177641269,5.289333716,7.983461614,-3.466526256,0.029467184,-1.351741651,0.328678117,112.069810243
1556456620.822170019,2051,47036.000000000,22.302779662,114.177722496,5.301033489,8.679918136,-3.011073314,-0.101156086,-1.760028379,0.274140933,108.445626680
1556456621.812292099,2051,47037.000000000,22.302750746,114.177812075,5.313674547,9.621508399,-3.594935755,0.032403572,-1.684736215,0.806647628,108.210717419
1556456622.822386980,2051,47038.000000000,22.302717057,114.177910254,5.366293703,10.403871418,-3.989987802,0.046010770,-0.600636286,0.616529084,109.378845135
1556456623.812448978,2051,47039.000000000,22.302679130,114.178013617,5.429199651,10.650551153,-4.371076571,0.064875907,-0.624045947,0.522041942,110.915889294
1556456624.821625948,2051,47040.000000000,22.302639005,114.178116957,5.556386940,10.444347070,-4.509736028,0.271412187,-1.502175924,1.315124450,111.726738705
1556456625.821686029,2051,47041.000000000,22.302600132,114.178216271,5.855057667,9.949403450,-4.221289086,0.460250503,-1.253371593,2.158354177,111.023646071
1556456626.821724892,2051,47042.000000000,22.302565809,114.178310482,6.237881074,9.410458607,-3.530525217,0.394310702,-1.507387567,2.296457311,109.412971423
1556456627.812200069,2051,47043.000000000,22.302536227,114.178398479,6.674932156,8.739581050,-3.019193537,0.463353755,-2.037066353,3.044800259,107.816798382
1556456628.821959019,2051,47044.000000000,22.302513548,114.178483611,7.221278668,8.597589529,-2.618489663,0.444873424,-1.943359228,2.791577898,105.886569956
1556456629.822041988,2051,47045.000000000,22.302490921,114.178567514,7.637071812,8.732991291,-2.478231921,0.467756676,-2.091865242,3.143532430,104.521765581
1556456630.922378063,2051,47046.000000000,22.302470259,114.178653411,8.018848945,8.873381302,-2.067644519,0.352472507,-2.613336773,2.216715858,102.195115385
1556456631.922461987,2051,47047.000000000,22.302453808,114.178736524,8.275171043,8.124821701,-1.474876414,0.122347929,-0.587091361,0.696102631,99.203574847
1556456632.922342062,2051,47048.000000000,22.302443141,114.178808163,8.330903824,6.538970265,-0.939411764,0.026766586,-1.451813045,-0.118143742,97.210296262
1556456633.921530962,2051,47049.000000000,22.302436274,114.178862774,8.339327547,4.566621261,-0.664558824,0.022719474,-1.348022342,-0.482705739,96.073091696
1556456634.921593904,2051,47050.000000000,22.302432391,114.178897620,8.333660674,2.511456098,-0.293258659,-0.012634159,-1.281907874,-0.892181040,95.527373164
1556456635.921657085,2051,47051.000000000,22.302430916,114.178912473,8.320211317,0.605584107,-0.082646464,0.004942490,-1.460193487,-0.847038869,95.295416814
1556456636.921808958,2051,47052.000000000,22.302431018,114.178913489,8.328972294,-0.080697150,-0.003726521,0.022669407,-1.446210224,-0.631556180,95.283346188
1556456637.921905994,2051,47053.000000000,22.302431126,114.178913160,8.331561769,-0.086265693,0.003460234,0.016907542,-1.445068465,-0.640874816,95.288551395
1556456638.922018051,2051,47054.000000000,22.302431868,114.178914892,8.309970454,-0.065794934,0.020321335,0.019560452,-1.447373831,-0.651883265,95.306941186
1556456639.922148943,2051,47055.000000000,22.302431912,114.178914648,8.320850725,-0.067406410,0.005853888,0.015153167,-1.446815850,-0.647051952,95.307855771
1556456640.922342062,2051,47056.000000000,22.302431784,114.178915238,8.310750505,-0.055849599,0.007781674,0.013713043,-1.447171940,-0.656770218,95.309779335
1556456641.922637939,2051,47057.000000000,22.302431552,114.178916892,8.259940995,-0.032527699,0.007324226,0.007824407,-1.445695658,-0.661478430,95.317272881
1556456642.921426058,2051,47058.000000000,22.302431612,114.178918035,8.213365749,-0.013742382,0.006254651,0.003717018,-1.443788570,-0.662905164,95.323240276
1556456643.921600103,2051,47059.000000000,22.302431516,114.178918272,8.197675616,-0.000485924,0.002930355,-0.002932912,-1.442801957,-0.673753130,95.324148241
1556456644.921596050,2051,47060.000000000,22.302431459,114.178918389,8.188945203,-0.003404458,0.008705553,-0.004867774,-1.443460842,-0.673379421,95.319428599
1556456645.921806097,2051,47061.000000000,22.302431437,114.178918443,8.183218144,-0.001433354,0.001269718,-0.003078325,-1.432238036,-0.675495880,95.333977880
1556456646.921873093,2051,47062.000000000,22.302431424,114.178918469,8.178972245,-0.001237156,-0.004018180,-0.002926754,-1.436572935,-0.676765526,95.329376948
1556456647.922338009,2051,47063.000000000,22.302431384,114.178918718,8.174968029,0.399090828,-0.053838704,-0.007606063,-1.435199539,-0.565996454,95.298271598
1556456648.922004938,2051,47064.000000000,22.302429807,114.178933103,8.132010024,2.318387363,-0.248989403,-0.039346411,-1.401755702,-0.477202052,95.194653139
