GPS TOW (s), GPS Week, Latitude (deg), Longitude (deg), Ellipsoid Height (m), ECEF X (m), ECEF Y (m), ECEF Z (m), Roll (deg), Pitch (deg), Heading (deg), Velocity X (m/s), Velocity Y (m/s), Velocity Z (m/s), Acceleration X (m/s^2), Acceleration Y (m/s^2), Acceleration Z (m/s^2), Angular rate X (rad/s), Angular rate Y (rad/s), Angular rate Z (rad/s)
273651.30, 2032, 35.62675100, 139.77614869, 43.1495, -3962910.4738, 3351747.7962, 3694633.0925, -1.282077, 0.396773, 324.424695, 0.003000, 0.003000, -0.001000, -0.00909500, -0.01953600, -0.02693200, -0.00056500000, -0.00160700000, 0.00028600000
273651.40, 2032, 35.62675100, 139.77614869, 43.1496, -3962910.4738, 3351747.7963, 3694633.0925, -1.282232, 0.397804, 324.424624, 0.001000, 0.006000, -0.004000, 0.05622100, -0.00143900, -0.04003300, -0.00031400000, -0.00344700000, 0.00015600000
273651.50, 2032, 35.62675100, 139.77614869, 43.1495, -3962910.4738, 3351747.7963, 3694633.0925, -1.282158, 0.397016, 324.424403, 0.003000, 0.006000, -0.003000, 0.06828100, 0.01764000, -0.03317800, 0.00037900000, -0.00276700000, 0.00024400000
273651.60, 2032, 35.62675100, 139.77614869, 43.1496, -3962910.4739, 3351747.7962, 3694633.0926, -1.282271, 0.397700, 324.424580, 0.004000, 0.004000, -0.000000, 0.13110100, 0.02803100, -0.01431700, 0.00053300000, -0.00127600000, 0.00020800000
273651.70, 2032, 35.62675101, 139.77614869, 43.1497, -3962910.4741, 3351747.7960, 3694633.0927, -1.282691, 0.398209, 324.424642, 0.006000, 0.002000, 0.002000, 0.10911100, 0.02170000, -0.03793000, 0.00068200000, 0.00055100000, 0.00022300000
273651.80, 2032, 35.62675101, 139.77614870, 43.1499, -3962910.4745, 3351747.7956, 3694633.0930, -1.282348, 0.398938, 324.424254, 0.008000, -0.000000, 0.006000, 0.07477500, 0.00630300, -0.02632100, 0.00089600000, 0.00260900000, 0.00015000000
273651.90, 2032, 35.62675101, 139.77614870, 43.1501, -3962910.4748, 3351747.7953, 3694633.0933, -1.282722, 0.398494, 324.424714, 0.007000, 0.000000, 0.006000, 0.04007300, -0.00579400, 0.02270500, 0.00092200000, 0.00219300000, 0.00018800000
273652.00, 2032, 35.62675101, 139.77614870, 43.1503, -3962910.4748, 3351747.7951, 3694633.0939, -1.285453, 0.417900, 324.427136, -0.001000, 0.009000, 0.005000, 0.15817900, 0.03000100, 0.07384700, 0.00023800000, 0.00839700000, 0.00045100000
273652.10, 2032, 35.62675103, 139.77614869, 43.1504, -3962910.4732, 3351747.7951, 3694633.0957, -1.292114, 0.448166, 324.423616, -0.014000, 0.028000, 0.002000, 0.15724500, -0.05460200, 0.01165600, 0.00016500000, 0.00601500000, -0.00081700000
273652.20, 2032, 35.62675107, 139.77614867, 43.1502, -3962910.4698, 3351747.7952, 3694633.0989, -1.292853, 0.457891, 324.422063, -0.026000, 0.048000, 0.003000, 0.17896000, -0.03949700, -0.07078900, 0.00090000000, 0.00213300000, 0.00050400000
273652.30, 2032, 35.62675112, 139.77614863, 43.1504, -3962910.4653, 3351747.7956, 3694633.1037, -1.292585, 0.456796, 324.426711, -0.038000, 0.065000, 0.005000, 0.11074500, -0.03564000, 0.01830900, 0.00040000000, -0.00088800000, 0.00040300000
273652.40, 2032, 35.62675119, 139.77614859, 43.1507, -3962910.4594, 3351747.7962, 3694633.1098, -1.288005, 0.452741, 324.425933, -0.049000, 0.080000, 0.001000, 0.20874800, -0.03336600, 0.04753500, 0.00114500000, -0.00091400000, -0.00084500000
273652.50, 2032, 35.62675127, 139.77614853, 43.1508, -3962910.4523, 3351747.7971, 3694633.1168, -1.289127, 0.453669, 324.424525, -0.059000, 0.090000, 0.003000, 0.19507000, -0.07289600, -0.01467500, -0.00074700000, 0.00031400000, 0.00023900000
273652.60, 2032, 35.62675135, 139.77614846, 43.1511, -3962910.4441, 3351747.7984, 3694633.1249, -1.291912, 0.454943, 324.430096, -0.068000, 0.102000, 0.007000, 0.16974700, -0.01523600, -0.04076700, -0.00082800000, 0.00151000000, 0.00063000000
273652.70, 2032, 35.62675145, 139.77614838, 43.1513, -3962910.4347, 3351747.7997, 3694633.1342, -1.292164, 0.452924, 324.431444, -0.077000, 0.116000, 0.005000, 0.16305300, 0.00180800, -0.03357900, -0.00060200000, 0.00154800000, -0.00086600000
273652.80, 2032, 35.62675157, 139.77614829, 43.1515, -3962910.4240, 3351747.8012, 3694633.1445, -1.289083, 0.452162, 324.429680, -0.085000, 0.128000, 0.008000, 0.09096700, -0.05216100, -0.02807700, -0.00062200000, 0.00208600000, -0.00035300000
273652.90, 2032, 35.62675169, 139.77614819, 43.1517, -3962910.4123, 3351747.8028, 3694633.1558, -1.285533, 0.451207, 324.432835, -0.093000, 0.140000, 0.007000, 0.09202600, -0.01956300, -0.04107900, -0.00048700000, 0.00283200000, 0.00045200000
273653.00, 2032, 35.62675183, 139.77614809, 43.1519, -3962910.3995, 3351747.8048, 3694633.1681, -1.287363, 0.453561, 324.435931, -0.104000, 0.154000, 0.006000, 0.07408600, -0.01347500, -0.01110000, -0.00085400000, 0.00203000000, -0.00019000000
273653.10, 2032, 35.62675197, 139.77614797, 43.1522, -3962910.3854, 3351747.8069, 3694633.1816, -1.283723, 0.455834, 324.435238, -0.112000, 0.169000, 0.007000, 0.02459500, -0.00363300, -0.02917100, 0.00003500000, 0.00243900000, -0.00041400000
273653.20, 2032, 35.62675214, 139.77614784, 43.1524, -3962910.3700, 3351747.8092, 3694633.1964, -1.282040, 0.464618, 324.436507, -0.120000, 0.182000, 0.010000, 0.08669700, -0.05102300, -0.01853500, 0.00073200000, 0.00670800000, 0.00044100000
273653.30, 2032, 35.62675232, 139.77614769, 43.1527, -3962910.3528, 3351747.8117, 3694633.2128, -1.274097, 0.481512, 324.442420, -0.141000, 0.220000, -0.004000, 0.31548200, 0.01186800, 0.09318300, 0.00345600000, -0.00053700000, 0.00149100000
273653.40, 2032, 35.62675253, 139.77614753, 43.1532, -3962910.3329, 3351747.8148, 3694633.2322, -1.262357, 0.516421, 324.447278, -0.169000, 0.263000, -0.000000, 0.76992600, 0.03465900, 0.15191200, 0.00390100000, 0.00350100000, 0.00063400000
273653.50, 2032, 35.62675279, 139.77614732, 43.1540, -3962910.3087, 3351747.8185, 3694633.2561, -1.241254, 0.575024, 324.453931, -0.206000, 0.315000, 0.020000, 0.71480000, -0.07616400, -0.04080000, 0.00399400000, 0.01639100000, 0.00181700000
273653.60, 2032, 35.62675312, 139.77614706, 43.1553, -3962910.2779, 3351747.8236, 3694633.2864, -1.212630, 0.642441, 324.464025, -0.273000, 0.412000, 0.011000, 1.32825600, 0.00349200, -0.00974600, 0.00502300000, 0.00916500000, 0.00172100000
273653.70, 2032, 35.62675353, 139.77614672, 43.1567, -3962910.2383, 3351747.8305, 3694633.3250, -1.187187, 0.712801, 324.474565, -0.350000, 0.519000, 0.019000, 1.60430800, 0.01048600, -0.01736700, 0.00439800000, 0.01414900000, 0.00237900000
273653.80, 2032, 35.62675407, 139.77614628, 43.1582, -3962910.1871, 3351747.8396, 3694633.3739, -1.161168, 0.781492, 324.484854, -0.451000, 0.654000, 0.026000, 1.71523000, -0.07525100, -0.24119900, 0.00188100000, 0.01583800000, 0.00169100000
273653.90, 2032, 35.62675473, 139.77614572, 43.1598, -3962910.1223, 3351747.8514, 3694633.4350, -1.151166, 0.843518, 324.499000, -0.570000, 0.819000, 0.022000, 1.82911200, -0.18701100, -0.28538800, -0.00066300000, 0.01279100000, 0.00366300000
273654.00, 2032, 35.62675556, 139.77614502, 43.1612, -3962910.0419, 3351747.8658, 3694633.5100, -1.142384, 0.882059, 324.514564, -0.694000, 0.997000, 0.017000, 2.40105000, 0.04037600, 0.14232800, 0.00009400000, 0.00447300000, 0.00212600000
273654.10, 2032, 35.62675654, 139.77614419, 43.1616, -3962909.9453, 3351747.8824, 3694633.5987, -1.127099, 0.876726, 324.525943, -0.816000, 1.184000, -0.010000, 2.16904900, 0.13106300, 0.17470300, 0.00443000000, -0.01039500000, 0.00235500000
273654.20, 2032, 35.62675767, 139.77614324, 43.1611, -3962909.8333, 3351747.9010, 3694633.7005, -1.106535, 0.848927, 324.546453, -0.921000, 1.335000, -0.010000, 1.76768900, -0.13378500, 0.09126400, 0.00445100000, -0.00541200000, 0.00477700000
273654.30, 2032, 35.62675894, 139.77614217, 43.1604, -3962909.7079, 3351747.9216, 3694633.8143, -1.080075, 0.830644, 324.579726, -1.022000, 1.479000, -0.009000, 1.44957300, -0.11198100, -0.25761100, 0.00329200000, -0.00770000000, 0.00641200000
273654.40, 2032, 35.62676032, 139.77614100, 43.1607, -3962909.5712, 3351747.9451, 3694633.9393, -1.081358, 0.820321, 324.612039, -1.108000, 1.602000, 0.003000, 1.31342900, -0.10382100, 0.06493500, 0.00235700000, -0.00457600000, 0.00488600000
273654.50, 2032, 35.62676181, 139.77613974, 43.1614, -3962909.4244, 3351747.9702, 3694634.0742, -1.062330, 0.826737, 324.649114, -1.179000, 1.716000, 0.002000, 1.68495200, 0.03058200, 0.13865600, 0.00452300000, 0.00042200000, 0.00944400000
273654.60, 2032, 35.62676341, 139.77613839, 43.1607, -3962909.2660, 3351747.9970, 3694634.2177, -1.088128, 0.823071, 324.715075, -1.279000, 1.832000, -0.019000, 1.68580100, 0.02780800, 0.14694700, -0.00916100000, -0.00693800000, 0.01228800000
273654.70, 2032, 35.62676511, 139.77613692, 43.1585, -3962909.0952, 3351748.0261, 3694634.3697, -1.174562, 0.775140, 324.776853, -1.367000, 1.938000, -0.015000, 1.19803600, 0.29068300, 0.23453800, -0.01443000000, -0.00564800000, 0.00874000000
273654.80, 2032, 35.62676689, 139.77613540, 43.1603, -3962908.9194, 3351748.0581, 3694634.5312, -1.215584, 0.888717, 324.817947, -1.406000, 2.026000, 0.027000, 1.03551000, 0.11903600, -0.07828600, -0.00446800000, 0.02486700000, 0.00940400000
273654.90, 2032, 35.62676878, 139.77613379, 43.1627, -3962908.7337, 3351748.0915, 3694634.7031, -1.268057, 0.954828, 324.887856, -1.505000, 2.166000, 0.029000, 1.28794800, -0.03966000, -0.38024600, -0.01056200000, 0.00051600000, 0.01401700000
273655.00, 2032, 35.62677080, 139.77613209, 43.1629, -3962908.5338, 3351748.1251, 3694634.8861, -1.277224, 0.881018, 324.968960, -1.594000, 2.334000, -0.016000, 1.53039500, 0.20295200, 0.32355100, 0.00666100000, -0.02163500000, 0.01357200000
273655.10, 2032, 35.62677295, 139.77613029, 43.1632, -3962908.3229, 3351748.1599, 3694635.0799, -1.265697, 0.841551, 325.032901, -1.668000, 2.444000, 0.010000, 1.47632500, 0.05417600, 0.13037400, 0.00007700000, -0.00279300000, 0.01115600000
273655.20, 2032, 35.62677522, 139.77612841, 43.1645, -3962908.1020, 3351748.1960, 3694635.2849, -1.252024, 0.845478, 325.111215, -1.739000, 2.590000, 0.004000, 1.84997700, -0.04771900, 0.03241800, 0.01265700000, -0.00527400000, 0.01639400000
273655.30, 2032, 35.62677762, 139.77612642, 43.1618, -3962907.8651, 3351748.2321, 3694635.5002, -1.248324, 0.697294, 325.209295, -1.873000, 2.747000, -0.050000, 1.03788700, 0.01225800, 0.70001300, -0.00676600000, -0.03791000000, 0.01407300000
273655.40, 2032, 35.62678013, 139.77612434, 43.1610, -3962907.6192, 3351748.2711, 3694635.7258, -1.254864, 0.634223, 325.281777, -1.907000, 2.833000, 0.007000, 0.36193200, 0.12201900, 0.17855800, 0.00872400000, -0.00598200000, 0.01314100000
273655.50, 2032, 35.62678273, 139.77612219, 43.1609, -3962907.3656, 3351748.3106, 3694635.9600, -1.232166, 0.593499, 325.381002, -1.974000, 2.923000, 0.003000, 0.55283000, -0.09532100, 0.84467800, -0.00429700000, 0.00125500000, 0.02002800000
273655.60, 2032, 35.62678540, 139.77611999, 43.1624, -3962907.1052, 3351748.3524, 3694636.2025, -1.252289, 0.647506, 325.492524, -2.034000, 3.014000, 0.060000, 1.09426100, 0.26808500, -1.04193900, -0.00385700000, 0.01169700000, 0.01612200000
273655.70, 2032, 35.62678820, 139.77611768, 43.1630, -3962906.8326, 3351748.3957, 3694636.4549, -1.274571, 0.529644, 325.576000, -2.131000, 3.157000, 0.012000, 2.17107900, -0.35122500, 0.26300200, -0.00539800000, -0.01862300000, 0.01864900000
273655.80, 2032, 35.62679108, 139.77611530, 43.1625, -3962906.5510, 3351748.4399, 3694636.7143, -1.330394, 0.480876, 325.707544, -2.202000, 3.252000, -0.036000, 1.29417900, 0.17994800, -0.10407300, -0.01191800000, -0.01658600000, 0.02226000000
273655.90, 2032, 35.62679405, 139.77611285, 43.1612, -3962906.2604, 3351748.4849, 3694636.9811, -1.412029, 0.475332, 325.804326, -2.247000, 3.335000, 0.013000, 1.16038400, 0.29409200, 0.04590800, -0.01355400000, 0.00778000000, 0.01258200000
273656.00, 2032, 35.62679711, 139.77611036, 43.1585, -3962905.9620, 3351748.5278, 3694637.2558, -1.393227, 0.536194, 325.892537, -2.277000, 3.449000, -0.034000, 1.44106900, 0.01471500, -0.66325500, 0.00870700000, 0.01049100000, 0.01855800000
273656.10, 2032, 35.62680028, 139.77610782, 43.1554, -3962905.6551, 3351748.5696, 3694637.5398, -1.328195, 0.552673, 325.983480, -2.335000, 3.580000, -0.015000, 1.16064900, 0.18746300, -0.17872200, 0.01211500000, -0.00092300000, 0.01097000000
273656.20, 2032, 35.62680356, 139.77610521, 43.1540, -3962905.3394, 3351748.6125, 3694637.8351, -1.214711, 0.506496, 326.046468, -2.404000, 3.707000, -0.011000, 1.19901000, -0.22132000, -0.13495500, 0.02735000000, -0.01831000000, 0.01422300000
273656.30, 2032, 35.62680694, 139.77610251, 43.1518, -3962905.0134, 3351748.6567, 3694638.1387, -1.105298, 0.381755, 326.142783, -2.486000, 3.779000, -0.003000, 0.95508900, 0.11653300, 0.32157600, 0.00545600000, -0.00846100000, 0.01451700000
273656.40, 2032, 35.62681038, 139.77609972, 43.1505, -3962904.6797, 3351748.7054, 3694638.4482, -1.133788, 0.366439, 326.196326, -2.571000, 3.856000, -0.020000, 1.58541200, -0.01645300, 0.29161400, -0.00907500000, 0.00014600000, 0.00573700000
273656.50, 2032, 35.62681390, 139.77609685, 43.1488, -3962904.3373, 3351748.7562, 3694638.7643, -1.181668, 0.411813, 326.214678, -2.630000, 3.949000, -0.012000, 0.96354400, 0.16563500, -0.17388300, -0.00599100000, 0.01085300000, 0.00175800000
273656.60, 2032, 35.62681752, 139.77609391, 43.1455, -3962903.9841, 3351748.8067, 3694639.0895, -1.221619, 0.390942, 326.216708, -2.699000, 4.094000, -0.039000, 1.26795900, -0.05162600, 0.05032900, 0.00198600000, -0.00928300000, 0.00233500000
273656.70, 2032, 35.62682126, 139.77609091, 43.1428, -3962903.6224, 3351748.8568, 3694639.4250, -1.163063, 0.382839, 326.247508, -2.751000, 4.199000, -0.020000, 1.21232600, 0.03247000, -0.08697500, 0.01241700000, -0.00066600000, 0.00681900000
273656.80, 2032, 35.62682510, 139.77608783, 43.1398, -3962903.2513, 3351748.9081, 3694639.7691, -1.109909, 0.366496, 326.268101, -2.827000, 4.306000, -0.036000, 1.12326500, 0.13125600, 0.21553600, 0.00954600000, -0.00277000000, -0.00019900000
273656.90, 2032, 35.62682902, 139.77608467, 43.1368, -3962902.8710, 3351748.9618, 3694640.1206, -1.089443, 0.353630, 326.257508, -2.917000, 4.395000, -0.031000, 1.20078300, -0.18453700, -0.16744200, -0.00334900000, -0.00997300000, -0.00153300000
273657.00, 2032, 35.62683301, 139.77608143, 43.1336, -3962902.4824, 3351749.0174, 3694640.4790, -1.076323, 0.304145, 326.251041, -2.958000, 4.468000, -0.029000, 0.80933100, 0.10446400, 0.41492200, 0.00605100000, -0.00541900000, -0.00262000000
273657.10, 2032, 35.62683706, 139.77607814, 43.1308, -3962902.0885, 3351749.0745, 3694640.8425, -1.094142, 0.317471, 326.236550, -3.005000, 4.515000, -0.021000, 0.83631500, 0.14762800, 0.03131700, -0.00781900000, 0.00786700000, -0.00156800000
273657.20, 2032, 35.62684117, 139.77607479, 43.1269, -3962901.6877, 3351749.1321, 3694641.2109, -1.110392, 0.309753, 326.228051, -3.058000, 4.600000, -0.041000, 0.54467500, 0.04465700, -0.12524100, -0.00122600000, -0.00757400000, -0.00180100000
273657.30, 2032, 35.62684534, 139.77607140, 43.1239, -3962901.2813, 3351749.1916, 3694641.5851, -1.153933, 0.292628, 326.211317, -3.102000, 4.657000, -0.017000, 0.83298600, -0.07108900, -0.00128700, -0.00738900000, -0.00088100000, -0.00320500000
273657.40, 2032, 35.62684957, 139.77606795, 43.1218, -3962900.8697, 3351749.2520, 3694641.9655, -1.164748, 0.311245, 326.200697, -3.136000, 4.729000, -0.010000, 1.12412100, 0.12083900, 0.04962000, 0.00256200000, 0.01323400000, 0.00164900000
273657.50, 2032, 35.62685388, 139.77606445, 43.1197, -3962900.4510, 3351749.3132, 3694642.3530, -1.189723, 0.328949, 326.218857, -3.210000, 4.838000, -0.029000, 1.15699000, 0.01023200, 0.21870100, -0.00683100000, -0.00671000000, 0.00532200000
273657.60, 2032, 35.62685828, 139.77606088, 43.1175, -3962900.0240, 3351749.3752, 3694642.7483, -1.228689, 0.347663, 326.257662, -3.270000, 4.931000, -0.029000, 1.08022100, 0.02418200, -0.13601800, -0.00709200000, 0.00032500000, 0.00623000000
273657.70, 2032, 35.62686276, 139.77605725, 43.1147, -3962899.5881, 3351749.4377, 3694643.1515, -1.263517, 0.346376, 326.291858, -3.321000, 5.019000, -0.011000, 0.82077200, 0.09106400, 0.24690800, -0.00910100000, 0.00627600000, 0.00449800000
273657.80, 2032, 35.62686735, 139.77605356, 43.1111, -3962899.1441, 3351749.4996, 3694643.5627, -1.243896, 0.332885, 326.325724, -3.376000, 5.152000, -0.055000, 1.77398900, -0.09992600, -0.18100900, 0.00718100000, -0.01843100000, 0.00699200000
273657.90, 2032, 35.62687202, 139.77604982, 43.1063, -3962898.6915, 3351749.5609, 3694643.9814, -1.209979, 0.278676, 326.381985, -3.414000, 5.221000, -0.037000, 0.24242700, -0.06933700, -0.01729200, 0.00662200000, -0.00099500000, 0.01136100000
273658.00, 2032, 35.62687677, 139.77604602, 43.1019, -3962898.2319, 3351749.6233, 3694644.4074, -1.187805, 0.249875, 326.439444, -3.485000, 5.328000, -0.050000, 1.24844100, -0.07717100, 0.37134400, 0.00267400000, -0.01542800000, 0.00811800000
273658.10, 2032, 35.62688160, 139.77604216, 43.0990, -3962897.7663, 3351749.6871, 3694644.8408, -1.153536, 0.259123, 326.488483, -3.510000, 5.395000, -0.022000, 0.98315600, 0.03825300, -0.06961100, 0.01097900000, 0.00845500000, 0.00929200000
273658.20, 2032, 35.62688650, 139.77603825, 43.0963, -3962897.2939, 3351749.7518, 3694645.2811, -1.147197, 0.296784, 326.535738, -3.576000, 5.460000, -0.012000, 1.01748400, -0.02893800, 0.37031500, -0.00850600000, 0.01749600000, 0.00700700000
273658.30, 2032, 35.62689147, 139.77603428, 43.0931, -3962896.8144, 3351749.8172, 3694645.7276, -1.150298, 0.370658, 326.569633, -3.626000, 5.572000, -0.054000, 0.66965000, 0.08313600, -0.34160200, 0.00419300000, 0.00295500000, 0.00631900000
273658.40, 2032, 35.62689653, 139.77603026, 43.0892, -3962896.3275, 3351749.8819, 3694646.1814, -1.106226, 0.433823, 326.607227, -3.660000, 5.652000, -0.028000, 1.08759500, -0.13802900, -0.55112300, 0.01126300000, 0.01216300000, 0.00818700000
273658.50, 2032, 35.62690167, 139.77602620, 43.0856, -3962895.8335, 3351749.9463, 3694646.6435, -1.019713, 0.451741, 326.661877, -3.710000, 5.746000, -0.012000, 0.90344000, 0.38653700, -0.62094200, 0.00805400000, 0.00562200000, 0.00995700000
273658.60, 2032, 35.62690690, 139.77602207, 43.0824, -3962895.3317, 3351750.0124, 3694647.1131, -0.989273, 0.397761, 326.734119, -3.780000, 5.842000, -0.022000, 1.15473500, 0.31262900, 0.01155300, 0.00174500000, -0.01294300000, 0.01329800000
273658.70, 2032, 35.62691220, 139.77601787, 43.0792, -3962894.8229, 3351750.0794, 3694647.5893, -0.999426, 0.310424, 326.816713, -3.808000, 5.911000, -0.018000, 0.54602900, 0.01339000, 0.12760400, 0.00044400000, -0.00369400000, 0.01440600000
273658.80, 2032, 35.62691756, 139.77601365, 43.0771, -3962894.3102, 3351750.1463, 3694648.0716, -1.002611, 0.314772, 326.910047, -3.847000, 6.002000, -0.045000, 1.00285500, 0.16628700, -0.30967200, 0.00029600000, -0.01099400000, 0.01614400000
273658.90, 2032, 35.62692301, 139.77600940, 43.0732, -3962893.7905, 3351750.2114, 3694648.5601, -0.983207, 0.283203, 327.014677, -3.880000, 6.076000, -0.043000, 0.88220900, 0.13263100, -0.09999600, -0.00166800000, -0.01184300000, 0.02011200000
273659.00, 2032, 35.62692851, 139.77600511, 43.0681, -3962893.2647, 3351750.2755, 3694649.0538, -0.973097, 0.240822, 327.128684, -3.884000, 6.130000, -0.035000, 0.96845000, 0.02453500, 0.31177000, 0.00740600000, 0.00835300000, 0.02052300000
273659.10, 2032, 35.62693407, 139.77600081, 43.0633, -3962892.7354, 3351750.3386, 3694649.5526, -0.938445, 0.229665, 327.242800, -3.923000, 6.204000, -0.046000, 0.12176800, 0.13216900, -0.29848400, 0.00087200000, -0.00724000000, 0.01714100000
273659.20, 2032, 35.62693970, 139.77599648, 43.0592, -3962892.2021, 3351750.4011, 3694650.0573, -0.886328, 0.207256, 327.346944, -3.930000, 6.278000, -0.047000, 1.20585200, 0.65301100, 0.11496800, 0.01342500000, -0.00779700000, 0.01713500000
273659.30, 2032, 35.62694537, 139.77599213, 43.0548, -3962891.6655, 3351750.4625, 3694650.5662, -0.829830, 0.214681, 327.445107, -3.938000, 6.293000, -0.017000, 0.34091700, -0.08428500, 0.16398000, 0.00616900000, 0.02133300000, 0.01928500000
273659.40, 2032, 35.62695108, 139.77598778, 43.0507, -3962891.1261, 3351750.5235, 3694651.0788, -0.771906, 0.261360, 327.566619, -3.968000, 6.370000, -0.056000, 0.14039800, 0.04085400, -0.33534700, 0.00775900000, -0.00390300000, 0.02221300000
273659.50, 2032, 35.62695684, 139.77598338, 43.0454, -3962890.5813, 3351750.5840, 3694651.5956, -0.752036, 0.213866, 327.685532, -3.999000, 6.423000, -0.051000, 1.03689800, 0.22174200, 0.04700100, -0.00163500000, -0.01253700000, 0.01667200000
273659.60, 2032, 35.62696265, 139.77597897, 43.0404, -3962890.0333, 3351750.6442, 3694652.1167, -0.730661, 0.162429, 327.765150, -3.998000, 6.461000, -0.035000, 0.29424200, 0.03691300, -0.02620900, 0.00704100000, -0.00048100000, 0.01310900000
273659.70, 2032, 35.62696852, 139.77597455, 43.0342, -3962889.4815, 3351750.7021, 3694652.6417, -0.651805, 0.056502, 327.854451, -4.018000, 6.551000, -0.088000, 0.36643600, 0.01477600, 0.16463000, 0.01956100000, -0.03665200000, 0.01768600000
273659.80, 2032, 35.62697441, 139.77597011, 43.0284, -3962888.9276, 3351750.7598, 3694653.1700, -0.607055, 0.002396, 327.948990, -4.039000, 6.553000, -0.052000, 0.28020900, 0.22370400, 0.18165200, -0.00483400000, -0.00357300000, 0.01382700000
273659.90, 2032, 35.62698033, 139.77596566, 43.0239, -3962888.3718, 3351750.8183, 3694653.7017, -0.565064, 0.063181, 328.032800, -4.051000, 6.588000, -0.042000, 0.37468600, 0.02508300, -0.27253300, -0.00280700000, 0.01577000000, 0.01485300000
273660.00, 2032, 35.62698632, 139.77596113, 43.0158, -3962887.8065, 3351750.8773, 3694654.2370, -0.662089, -0.018645, 328.106675, -4.135000, 6.702000, -0.118000, 1.44177700, -0.21640500, -0.16416500, -0.00932600000, -0.03627800000, 0.01186500000
273660.10, 2032, 35.62699242, 139.77595659, 43.0005, -3962887.2304, 3351750.9286, 3694654.7782, -0.546073, -0.309731, 328.188649, -4.101000, 6.825000, -0.162000, 0.63921000, 0.06288000, 0.53627000, 0.04558900000, -0.05014700000, 0.01708600000
273660.20, 2032, 35.62699857, 139.77595208, 42.9892, -3962886.6558, 3351750.9781, 3694655.3262, -0.310810, -0.420540, 328.283501, -4.107000, 6.814000, -0.059000, 0.55008000, 0.05871600, -0.12157800, 0.01327600000, 0.00909600000, 0.01233400000
273660.30, 2032, 35.62700471, 139.77594754, 42.9837, -3962886.0841, 3351751.0327, 3694655.8769, -0.233535, -0.253863, 328.384459, -4.122000, 6.806000, -0.035000, 0.13482100, 0.15144400, -0.64208600, 0.00826600000, 0.04001900000, 0.02235200000
273660.40, 2032, 35.62701087, 139.77594296, 42.9761, -3962885.5080, 3351751.0886, 3694656.4273, -0.296382, -0.018867, 328.449669, -4.113000, 6.853000, -0.105000, 0.64752000, 1.29352000, -0.54475400, 0.01557800000, 0.05779500000, -0.00285100000
273660.50, 2032, 35.62701709, 139.77593838, 42.9657, -3962884.9261, 3351751.1404, 3694656.9826, -0.260433, 0.098382, 328.442969, -4.170000, 6.959000, -0.095000, 0.01786300, -0.07233700, -0.36466000, 0.01960500000, -0.00927600000, 0.00722700000
273660.60, 2032, 35.62702341, 139.77593379, 42.9557, -3962884.3396, 3351751.1891, 3694657.5464, -0.013074, -0.038929, 328.538276, -4.186000, 7.012000, -0.066000, 0.48596000, 0.37162600, -0.25640400, 0.01417600000, -0.01706500000, 0.01547400000
273660.70, 2032, 35.62702972, 139.77592914, 42.9520, -3962883.7544, 3351751.2450, 3694658.1133, -0.040346, -0.019231, 328.609919, -4.221000, 7.012000, -0.046000, 0.98143500, -0.45580300, 0.47812400, -0.00164600000, 0.00945500000, 0.01268600000
273660.80, 2032, 35.62703603, 139.77592447, 42.9496, -3962883.1678, 3351751.3032, 3694658.6817, -0.111746, 0.137289, 328.681837, -4.238000, 7.029000, -0.023000, 1.01204800, 0.29844900, -0.32537900, -0.00651600000, 0.03159900000, 0.01148600000
273660.90, 2032, 35.62704241, 139.77591979, 42.9431, -3962882.5751, 3351751.3570, 3694659.2534, -0.076108, 0.233451, 328.731273, -4.236000, 7.111000, -0.075000, 0.03188000, 0.19086200, -0.52467800, 0.01087800000, 0.01645600000, 0.00945300000
273661.00, 2032, 35.62704885, 139.77591509, 42.9382, -3962881.9797, 3351751.4112, 3694659.8305, -0.050864, 0.293278, 328.822635, -4.276000, 7.149000, -0.002000, 1.06943300, 0.23408200, -0.85403300, -0.00337500000, 0.01297500000, 0.01687300000
273661.10, 2032, 35.62705531, 139.77591032, 42.9372, -3962881.3811, 3351751.4708, 3694660.4130, -0.214360, 0.296830, 328.880756, -4.374000, 7.207000, -0.011000, 1.22404000, 0.47607500, 0.78368500, -0.04693300000, -0.01272100000, 0.00201600000
273661.20, 2032, 35.62706182, 139.77590553, 42.9371, -3962880.7793, 3351751.5306, 3694661.0000, -0.340212, 0.357718, 328.891523, -4.342000, 7.262000, -0.028000, 0.41872000, 0.01462900, 0.17665300, -0.00775800000, 0.00517100000, 0.00410400000
273661.30, 2032, 35.62706841, 139.77590072, 42.9331, -3962880.1710, 3351751.5859, 3694661.5914, -0.340460, 0.327100, 328.947277, -4.363000, 7.323000, -0.031000, 0.33369500, 0.01627600, -0.50588700, -0.00589900000, -0.00249900000, 0.01347000000
273661.40, 2032, 35.62707505, 139.77589588, 42.9289, -3962879.5574, 3351751.6412, 3694662.1881, -0.364736, 0.245747, 329.033265, -4.394000, 7.397000, -0.036000, 0.83835100, -0.27699000, -0.88263900, -0.00251200000, -0.01268600000, 0.01600700000
